53,F4,0,348,64
55,G4,348,349,64
57,A4,697,349,64
57,A4,1046,349,64
57,A4,1395,349,64
57,A4,1744,349,64
57,A4,2093,348,64
57,A4,2441,349,64
57,A4,2790,698,64
57,A4,3488,349,64
57,A4,3837,349,64
55,G4,4186,348,64
57,A4,4534,349,64
58,A#4,4883,698,64
57,A4,5581,698,64
57,A4,6279,348,64
57,A4,6627,349,64
55,G4,6976,698,64
55,G4,7674,349,64
55,G4,8023,349,64
52,E4,8372,348,64
55,G4,8720,349,64
53,F4,9069,662,64
53,F4,9767,87,64
65,F5,9854,87,64
57,A4,9854,94,64
69,A5,9948,95,64
60,C5,9948,94,64
72,C6,10042,94,64
77,F6,10042,422,64
53,F4,10464,697,64
60,C5,11161,698,64
60,C5,11859,349,64
60,C5,12208,697,64
60,C5,12905,349,64
60,C5,13254,349,64
60,C5,13603,349,64
60,C5,13952,698,64
60,C5,14650,348,64
60,C5,14998,349,64
60,C5,15347,349,64
59,B4,15696,349,64
62,D5,16045,174,64
60,C5,16219,175,64
58,A#4,16394,349,64
58,A#4,16743,697,64
58,A#4,17440,349,64
58,A#4,17789,349,64
58,A#4,18138,698,64
58,A#4,18836,349,64
57,A4,19185,348,64
55,G4,19533,349,64
58,A#4,19882,349,64
57,A4,20231,661,64
57,A4,22324,698,64
57,A4,23022,349,64
57,A4,23371,348,64
57,A4,23719,698,64
57,A4,24417,349,64
55,G4,24766,349,64
60,C5,25115,349,64
60,C5,25464,348,64
60,C5,25812,175,64
59,B4,25987,174,64
62,D5,26161,87,64
60,C5,26248,88,64
58,A#4,26336,174,64
58,A#4,26510,698,64
58,A#4,27208,697,64
57,A4,27905,698,64
57,A4,28603,349,64
57,A4,28952,349,64
55,G4,29301,349,64
55,G4,29650,348,64
55,G4,29998,349,64
55,G4,30347,349,64
52,E4,30696,349,64
55,G4,31045,349,64
53,F4,31394,661,64
56,G#4,32789,697,57
50,D4,33486,698,57
57,A4,33486,349,50
57,A4,33835,349,50
57,A4,34184,348,50
57,A4,34532,349,50
57,A4,34881,698,50
57,A4,35579,523,50
58,A#4,36102,175,50
55,G4,36277,348,50
57,A4,36625,349,50
58,A#4,36974,662,50
55,G4,37672,87,50
67,G5,37759,87,50
58,A#4,37759,94,50
70,A#5,37853,95,50
62,D5,37853,94,50
74,D6,37947,94,50
79,G6,37947,414,50
57,A4,39066,349,50
58,A#4,39415,349,50
60,C5,39764,349,50
60,C5,40113,349,50
60,C5,40462,697,50
58,A#4,41159,349,50
57,A4,41508,349,50
55,G4,41857,349,50
58,A#4,42206,349,50
